1731474948.730818 server started (38312): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1731474948.730848 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:13 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T8112
1731474948.730856 using libevent 2.1.12-stable select
1731474948.730867 using utf8proc 2.9.0
1731474948.730874 using ncurses 6.5 20240427
1731474948.733467 yylex_token: end at WS
1731474948.733472 yylex_token: --
1731474948.733476 yylex_token: end at WS
1731474948.733480 yylex_token: %%
1731474948.733486 cmd_parse_build_commands 0:0: bind
1731474948.733491 cmd_parse_build_commands 0:1: -N
1731474948.733496 cmd_parse_build_commands 0:2: Rename current session
1731474948.733501 cmd_parse_build_commands 0:3: $
1731474948.733506 cmd_parse_build_commands 0:4 0:0: command-prompt
1731474948.733511 cmd_parse_build_commands 0:4 0:1: -I#S
1731474948.733516 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1731474948.733521 cmd_parse_build_commands 0:4 0:2 0:1: --
1731474948.733525 cmd_parse_build_commands 0:4 0:2 0:2: %%
1731474948.733532 cmd_parse_build_commands 0:0: command-prompt
1731474948.733536 cmd_parse_build_commands 0:1: -I#S
1731474948.733540 cmd_parse_build_commands 0:2 0:0: rename-session
1731474948.733545 cmd_parse_build_commands 0:2 0:1: --
1731474948.733549 cmd_parse_build_commands 0:2 0:2: %%
1731474948.733554 cmd_parse_build_commands 0:0: rename-session
1731474948.733559 cmd_parse_build_commands 0:1: --
1731474948.733563 cmd_parse_build_commands 0:2: %%
1731474948.733569 args_parse_flags: next --
1731474948.733574 args_parse: flags end at 2 of 3
1731474948.733579 args_parse: 2 = %% (type STRING)
1731474948.733586 cmd_parse_build_commands: rename-session "%%"
1731474948.733591 args_parse_flags: next -I#S
1731474948.733596 args_parse_flag_argument: -I = #S
1731474948.733602 args_parse: flags end at 2 of 3
1731474948.733609 args_parse: 2 = rename-session "%%" (type COMMANDS)
1731474948.733619 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1731474948.733623 args_parse_flags: next -N
1731474948.733628 args_parse_flag_argument: -N = Rename current session
1731474948.733633 args_parse_flags: next $
1731474948.733637 args_parse: flags end at 3 of 5
1731474948.733642 args_parse: 3 = $ (type STRING)
1731474948.733651 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1731474948.733664 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1731474948.733671 cmdq_get_command: [bind-key/0x14b7065a0] group 58
1731474948.733676 cmdq_append <global>: [bind-key/0x14b7065a0]
1731474948.733681 yylex_token: end at WS
1731474948.733686 yylex_token: bind
1731474948.733690 yylex_token: end at WS
1731474948.733707 yylex_token: -N
1731474948.733713 yylex_token: end at WS
1731474948.733717 yylex_token: Split window horizontally
1731474948.733722 yylex_get_word: %
1731474948.733726 yylex_token: end at WS
1731474948.733731 yylex_token: split-window
1731474948.733735 yylex_token: end at WS
1731474948.733739 yylex_token: -h
1731474948.733745 cmd_parse_build_commands 0:0: bind
1731474948.733749 cmd_parse_build_commands 0:1: -N
1731474948.733754 cmd_parse_build_commands 0:2: Split window horizontally
1731474948.733759 cmd_parse_build_commands 0:3: %
1731474948.733764 cmd_parse_build_commands 0:4 0:0: split-window
1731474948.733768 cmd_parse_build_commands 0:4 0:1: -h
1731474948.733774 cmd_parse_build_commands 0:0: split-window
1731474948.733779 cmd_parse_build_commands 0:1: -h
1731474948.733784 args_parse_flags: next -h
1731474948.733789 args_parse_flags: -h
1731474948.733794 args_parse: flags end at 2 of 2
1731474948.733800 cmd_parse_build_commands: split-window -h
1731474948.733805 args_parse_flags: next -N
1731474948.733810 args_parse_flag_argument: -N = Split window horizontally
1731474948.733815 args_parse_flags: next %
1731474948.733819 args_parse: flags end at 3 of 5
1731474948.733823 args_parse: 3 = % (type STRING)
1731474948.733829 args_parse: 4 = split-window -h (type COMMANDS)
1731474948.733840 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1731474948.733846 cmdq_get_command: [bind-key/0x14b706740] group 70
1731474948.733850 cmdq_append <global>: [bind-key/0x14b706740]
1731474948.733855 yylex_token: end at WS
1731474948.733859 yylex_token: bind
1731474948.733863 yylex_token: end at WS
1731474948.733867 yylex_token: -N
1731474948.733873 yylex_token: end at WS
1731474948.733877 yylex_token: Kill current window
1731474948.733882 yylex_token: end at WS
1731474948.733887 yylex_token: &
1731474948.733891 yylex_token: end at WS
1731474948.733896 yylex_token: confirm-before
1731474948.733901 yylex_token: end at WS
1731474948.733905 yylex_token: -pkill-window #W? (y/n)
1731474948.733910 yylex_token: end at WS
1731474948.733914 yylex_token: kill-window
1731474948.733919 cmd_parse_build_commands 0:0: bind
1731474948.733924 cmd_parse_build_commands 0:1: -N
1731474948.733929 cmd_parse_build_commands 0:2: Kill current window
1731474948.733934 cmd_parse_build_commands 0:3: &
1731474948.733940 cmd_parse_build_commands 0:4 0:0: confirm-before
1731474948.733947 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1731474948.733952 cmd_parse_build_commands 0:4 0:2: kill-window
1731474948.733958 cmd_parse_build_commands 0:0: confirm-before
1731474948.733962 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1731474948.733967 cmd_parse_build_commands 0:2: kill-window
1731474948.733973 args_parse_flags: next -pkill-window #W? (y/n)
1731474948.733978 args_parse_flag_argument: -p = kill-window #W? (y/n)
1731474948.733982 args_parse_flags: next kill-window
1731474948.733986 args_parse: flags end at 2 of 3
1731474948.733991 args_parse: 2 = kill-window (type STRING)
1731474948.734000 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1731474948.734005 args_parse_flags: next -N
1731474948.734009 args_parse_flag_argument: -N = Kill current window
1731474948.734013 args_parse_flags: next &
1731474948.734018 args_parse: flags end at 3 of 5
1731474948.734022 args_parse: 3 = & (type STRING)
1731474948.734030 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1731474948.734043 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1731474948.734049 cmdq_get_command: [bind-key/0x14b706b50] group 78
1731474948.734054 cmdq_append <global>: [bind-key/0x14b706b50]
1731474948.734059 yylex_token: end at WS
1731474948.734064 yylex_token: bind
1731474948.734068 yylex_token: end at WS
1731474948.734073 yylex_token: -N
1731474948.734079 yylex_token: end at WS
1731474948.734083 yylex_token: Prompt for window index to select
1731474948.734088 yylex_token: end at WS
1731474948.734099 yylex_token: '
1731474948.734104 yylex_token: end at WS
1731474948.734109 yylex_token: command-prompt
1731474948.734113 yylex_token: end at WS
1731474948.734118 yylex_token: -T
1731474948.734122 yylex_token: end at WS
1731474948.734127 yylex_token: window-target
1731474948.734131 yylex_token: end at WS
1731474948.734135 yylex_token: -pindex
1731474948.734140 yylex_token: end at WS
1731474948.734144 yylex_token: select-window
1731474948.734149 yylex_token: end at WS
1731474948.734154 yylex_token: -t
1731474948.734159 yylex_token: end at WS
1731474948.734163 yylex_token: :%%
1731474948.734169 cmd_parse_build_commands 0:0: bind
1731474948.734174 cmd_parse_build_commands 0:1: -N
1731474948.734179 cmd_parse_build_commands 0:2: Prompt for window index to select
1731474948.734184 cmd_parse_build_commands 0:3: '
1731474948.734189 cmd_parse_build_commands 0:4 0:0: command-prompt
1731474948.734194 cmd_parse_build_commands 0:4 0:1: -T
1731474948.734198 cmd_parse_build_commands 0:4 0:2: window-target
1731474948.734202 cmd_parse_build_commands 0:4 0:3: -pindex
1731474948.734207 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1731474948.734211 cmd_parse_build_commands 0:4 0:4 0:1: -t
1731474948.734216 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1731474948.734222 cmd_parse_build_commands 0:0: command-prompt
1731474948.734227 cmd_parse_build_commands 0:1: -T
1731474948.734231 cmd_parse_build_commands 0:2: window-target
1731474948.734235 cmd_parse_build_commands 0:3: -pindex
1731474948.734240 cmd_parse_build_commands 0:4 0:0: select-window
1731474948.734244 cmd_parse_build_commands 0:4 0:1: -t
1731474948.734248 cmd_parse_build_commands 0:4 0:2: :%%
1731474948.734254 cmd_parse_build_commands 0:0: select-window
1731474948.734258 cmd_parse_build_commands 0:1: -t
1731474948.734262 cmd_parse_build_commands 0:2: :%%
1731474948.734269 args_parse_flags: next -t
1731474948.734274 args_parse_flag_argument: -t = :%%
1731474948.734280 args_parse: flags end at 3 of 3
1731474948.734287 cmd_parse_build_commands: select-window -t ":%%"
1731474948.734292 args_parse_flags: next -T
1731474948.734297 args_parse_flag_argument: -T = window-target
1731474948.734302 args_parse_flags: next -pindex
1731474948.734307 args_parse_flag_argument: -p = index
1731474948.734312 args_parse: flags end at 4 of 5
1731474948.734318 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1731474948.734330 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1731474948.734334 args_parse_flags: next -N
1731474948.734339 args_parse_flag_argument: -N = Prompt for window index to select
1731474948.734343 args_parse_flags: next '
1731474948.734348 args_parse: flags end at 3 of 5
1731474948.734352 args_parse: 3 = ' (type STRING)
1731474948.734362 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1731474948.734378 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1731474948.734384 cmdq_get_command: [bind-key/0x14b7075c0] group 86
1731474948.734387 cmdq_append <global>: [bind-key/0x14b7075c0]
1731474948.734391 yylex_token: end at WS
1731474948.734394 yylex_token: bind
1731474948.734397 yylex_token: end at WS
1731474948.734400 yylex_token: -N
1731474948.734404 yylex_token: end at WS
1731474948.734407 yylex_token: Switch to previous client
1731474948.734410 yylex_token: end at WS
1731474948.734413 yylex_token: (
1731474948.734416 yylex_token: end at WS
1731474948.734419 yylex_token: switch-client
1731474948.734423 yylex_token: end at WS
1731474948.734426 yylex_token: -p
1731474948.734430 cmd_parse_build_commands 0:0: bind
1731474948.734434 cmd_parse_build_commands 0:1: -N
1731474948.734438 cmd_parse_build_commands 0:2: Switch to previous client
1731474948.734441 cmd_parse_build_commands 0:3: (
1731474948.734445 cmd_parse_build_commands 0:4 0:0: switch-client
1731474948.734450 cmd_parse_build_commands 0:4 0:1: -p
1731474948.734455 cmd_parse_build_commands 0:0: switch-client
1731474948.734464 cmd_parse_build_commands 0:1: -p
1731474948.734470 args_parse_flags: next -p
1731474948.734473 args_parse_flags: -p
1731474948.734476 args_parse: flags end at 2 of 2
1731474948.734481 cmd_parse_build_commands: switch-client -p
1731474948.734484 args_parse_flags: next -N
1731474948.734487 args_parse_flag_argument: -N = Switch to previous client
1731474948.734491 args_parse_flags: next (
1731474948.734495 args_parse: flags end at 3 of 5
1731474948.734498 args_parse: 3 = ( (type STRING)
1731474948.734502 args_parse: 4 = switch-client -p (type COMMANDS)
1731474948.734510 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1731474948.734515 cmdq_get_command: [bind-key/0x14b707750] group 98
1731474948.734518 cmdq_append <global>: [bind-key/0x14b707750]
1731474948.734522 yylex_token: end at WS
1731474948.734525 yylex_token: bind
1731474948.734528 yylex_token: end at WS
1731474948.734531 yylex_token: -N
1731474948.734535 yylex_token: end at WS
1731474948.734538 yylex_token: Switch to next client
1731474948.734541 yylex_token: end at WS
1731474948.734544 yylex_token: )
1731474948.734548 yylex_token: end at WS
1731474948.734550 yylex_token: switch-client
1731474948.734554 yylex_token: end at WS
1731474948.734557 yylex_token: -n
1731474948.734562 cmd_parse_build_commands 0:0: bind
1731474948.734566 cmd_parse_build_commands 0:1: -N
1731474948.734569 cmd_parse_build_commands 0:2: Switch to next client
1731474948.734572 cmd_parse_build_commands 0:3: )
1731474948.734575 cmd_parse_build_commands 0:4 0:0: switch-client
1731474948.734578 cmd_parse_build_commands 0:4 0:1: -n
1731474948.734583 cmd_parse_build_commands 0:0: switch-client
1731474948.734586 cmd_parse_build_commands 0:1: -n
1731474948.734590 args_parse_flags: next -n
1731474948.734593 args_parse_flags: -n
1731474948.734596 args_parse: flags end at 2 of 2
1731474948.734601 cmd_parse_build_commands: switch-client -n
1731474948.734604 args_parse_flags: next -N
1731474948.734607 args_parse_flag_argument: -N = Switch to next client
1731474948.734610 args_parse_flags: next )
1731474948.734613 args_parse: flags end at 3 of 5
1731474948.734617 args_parse: 3 = ) (type STRING)
1731474948.734622 args_parse: 4 = switch-client -n (type COMMANDS)
1731474948.734630 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1731474948.734635 cmdq_get_command: [bind-key/0x14b707bb0] group 106
1731474948.734638 cmdq_append <global>: [bind-key/0x14b707bb0]
1731474948.734642 yylex_token: end at WS
1731474948.734644 yylex_token: bind
1731474948.734647 yylex_token: end at WS
1731474948.734650 yylex_token: -N
1731474948.734654 yylex_token: end at WS
1731474948.734657 yylex_token: Rename current window
1731474948.734661 yylex_token: end at WS
1731474948.734663 yylex_token: ,
1731474948.734667 yylex_token: end at WS
1731474948.734670 yylex_token: command-prompt
1731474948.734674 yylex_token: end at WS
1731474948.734678 yylex_token: -I#W
1731474948.734681 yylex_token: end at WS
1731474948.734684 yylex_token: rename-window
1731474948.734687 yylex_token: end at WS
1731474948.734690 yylex_token: --
1731474948.734693 yylex_token: end at WS
1731474948.734696 yylex_token: %%
1731474948.734700 cmd_parse_build_commands 0:0: bind
1731474948.734703 cmd_parse_build_commands 0:1: -N
1731474948.734706 cmd_parse_build_commands 0:2: Rename current window
1731474948.734709 cmd_parse_build_commands 0:3: ,
1731474948.734715 cmd_parse_build_commands 0:4 0:0: command-prompt
1731474948.734718 cmd_parse_build_commands 0:4 0:1: -I#W
1731474948.734721 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1731474948.734725 cmd_parse_build_commands 0:4 0:2 0:1: --
1731474948.734728 cmd_parse_build_commands 0:4 0:2 0:2: %%
1731474948.734733 cmd_parse_build_commands 0:0: command-prompt
1731474948.734736 cmd_parse_build_commands 0:1: -I#W
1731474948.734740 cmd_parse_build_commands 0:2 0:0: rename-window
1731474948.734743 cmd_parse_build_commands 0:2 0:1: --
1731474948.734746 cmd_parse_build_commands 0:2 0:2: %%
1731474948.734750 cmd_parse_build_commands 0:0: rename-window
1731474948.734758 cmd_parse_build_commands 0:1: --
1731474948.734761 cmd_parse_build_commands 0:2: %%
1731474948.734765 args_parse_flags: next --
1731474948.734769 args_parse: flags end at 2 of 3
1731474948.734772 args_parse: 2 = %% (type STRING)
1731474948.734777 cmd_parse_build_commands: rename-window "%%"
1731474948.734781 args_parse_flags: next -I#W
1731474948.734785 args_parse_flag_argument: -I = #W
1731474948.734788 args_parse: flags end at 2 of 3
1731474948.734793 args_parse: 2 = rename-window "%%" (type COMMANDS)
1731474948.734800 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1731474948.734804 args_parse_flags: next -N
1731474948.734807 args_parse_flag_argument: -N = Rename current window
1731474948.734810 args_parse_flags: next ,
1731474948.734813 args_parse: flags end at 3 of 5
1731474948.734816 args_parse: 3 = , (type STRING)
1731474948.734823 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1731474948.734834 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1731474948.734840 cmdq_get_command: [bind-key/0x14b7079c0] group 114
1731474948.734844 cmdq_append <global>: [bind-key/0x14b7079c0]
1731474948.734847 yylex_token: end at WS
1731474948.734850 yylex_token: bind
1731474948.734854 yylex_token: end at WS
1731474948.734856 yylex_token: -N
1731474948.734861 yylex_token: end at WS
1731474948.734864 yylex_token: Delete the most recent paste buffer
1731474948.734867 yylex_token: end at WS
1731474948.734870 yylex_token: -
1731474948.734874 yylex_token: end at WS
1731474948.734877 yylex_token: delete-buffer
1731474948.734881 cmd_parse_build_commands 0:0: bind
1731474948.734884 cmd_parse_build_commands 0:1: -N
1731474948.734887 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1731474948.734890 cmd_parse_build_commands 0:3: -
1731474948.734893 cmd_parse_build_commands 0:4 0:0: delete-buffer
1731474948.734898 cmd_parse_build_commands 0:0: delete-buffer
1731474948.734902 args_parse: flags end at 1 of 1
1731474948.734906 cmd_parse_build_commands: delete-buffer
1731474948.734909 args_parse_flags: next -N
1731474948.734913 args_parse_flag_argument: -N = Delete the most recent paste buffer
1731474948.734916 args_parse_flags: next -
1731474948.734919 args_parse: flags end at 3 of 5
1731474948.734922 args_parse: 3 = - (type STRING)
1731474948.734926 args_parse: 4 = delete-buffer (type COMMANDS)
1731474948.734934 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1731474948.734938 cmdq_get_command: [bind-key/0x14b708490] group 126
1731474948.734942 cmdq_append <global>: [bind-key/0x14b708490]
1731474948.734945 yylex_token: end at WS
1731474948.734948 yylex_token: bind
1731474948.734951 yylex_token: end at WS
1731474948.734954 yylex_token: -N
1731474948.734958 yylex_token: end at WS
1731474948.734961 yylex_token: Move the current window
1731474948.734964 yylex_token: end at WS
1731474948.734967 yylex_token: .
1731474948.734971 yylex_token: end at WS
1731474948.734974 yylex_token: command-prompt
1731474948.734977 yylex_token: end at WS
1731474948.734979 yylex_token: -T
1731474948.734983 yylex_token: end at WS
1731474948.734986 yylex_token: target
1731474948.734989 yylex_token: end at WS
1731474948.734992 yylex_token: move-window
1731474948.734995 yylex_token: end at WS
1731474948.734998 yylex_token: -t
1731474948.735001 yylex_token: end at WS
1731474948.735004 yylex_token: %%
1731474948.735008 cmd_parse_build_commands 0:0: bind
1731474948.735011 cmd_parse_build_commands 0:1: -N
1731474948.735014 cmd_parse_build_commands 0:2: Move the current window
1731474948.735017 cmd_parse_build_commands 0:3: .
1731474948.735021 cmd_parse_build_commands 0:4 0:0: command-prompt
1731474948.735024 cmd_parse_build_commands 0:4 0:1: -T
1731474948.735027 cmd_parse_build_commands 0:4 0:2: target
1731474948.735030 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1731474948.735034 cmd_parse_build_commands 0:4 0:3 0:1: -t
1731474948.735037 cmd_parse_build_commands 0:4 0:3 0:2: %%
1731474948.735046 cmd_parse_build_commands 0:0: command-prompt
1731474948.735049 cmd_parse_build_commands 0:1: -T
1731474948.735052 cmd_parse_build_commands 0:2: target
1731474948.735056 cmd_parse_build_commands 0:3 0:0: move-window
1731474948.735059 cmd_parse_build_commands 0:3 0:1: -t
